"from","to","weight","year"
"FRA","CHL",0.199208,2018
"FRA","CHL",1.901364,2019
"FRA","CHL",1.901364,2019
"FRA","CHL",0.495455,2020
"FRA","CHL",0.495455,2020
"FRA","CHL",0.440691,2021
"FRA","CHL",0.440691,2021
"FRA","CHL",0.053455,2022
"FRA","CHL",0.463462,2023
"FRA","CHL",0.463462,2023
"GBR","CHL",0.046911,2017
"GBR","CHL",0.108537,2018
"GBR","CHL",0.036551,2019
"GBR","CHL",0.036551,2019
"GBR","CHL",0.070982,2020
"GBR","CHL",0.070982,2020
"GBR","CHL",0.024871,2021
"GBR","CHL",0.041431,2022
"GBR","CHL",0.041431,2022
"GBR","CHL",0.034474,2023
"GBR","CHL",0.034474,2023
"GEO","CHL",0.00015,2021
"GRC","CHL",0.000064,2017
"GRC","CHL",0.002792,2019
"GRC","CHL",0.012121,2021
"GRC","CHL",0.002411,2022
"GRC","CHL",0.021452,2023
"GTM","CHL",0.000426,2018
"CHL","GTM",0.001261,2019
"GTM","CHL",0.000207,2021
"GTM","CHL",0.000207,2021
"HKG","CHL",0.505384,2017
"HKG","CHL",0.505384,2017
"HKG","CHL",1.662193,2018
"HKG","CHL",1.878728,2019
"HKG","CHL",0.667341,2020
"HKG","CHL",0.667341,2020
"HKG","CHL",0.132296,2021
"HKG","CHL",0.132296,2021
"HKG","CHL",0.372099,2022
"HKG","CHL",1.3654,2023
"HKG","CHL",1.3654,2023
"CHL","HND",0.000482,2017
"CHL","HND",0.000145,2023
"HRV","CHL",0.00036,2017
"HRV","CHL",0.006454,2018
"HRV","CHL",0.003497,2019
"HRV","CHL",0.000435,2021
"HRV","CHL",0.001546,2022
"HUN","CHL",0.023,2017
"HUN","CHL",0.087206,2018
"HUN","CHL",0.034039,2019
"HUN","CHL",0.002081,2021
"HUN","CHL",0.002092,2022
"HUN","CHL",0.002243,2023
"IDN","CHL",0.002497,2017
"IDN","CHL",0.000885,2018
"IDN","CHL",0.001852,2019
"IDN","CHL",0.029219,2021
"IDN","CHL",0.004097,2022
"IDN","CHL",0.00616,2023
"CHL","IND",0.060618,2017
"CHL","IND",0.060618,2017
"IND","CHL",0.012499,2018
"IND","CHL",0.012499,2018
"CHL","IND",3.296515,2019
"CHL","IND",3.296515,2019
"IND","CHL",0.022306,2020
"IND","CHL",0.132198,2021
"IND","CHL",0.089203,2022
"IND","CHL",0.089203,2022
"IND","CHL",0.017067,2023
"IND","CHL",0.017067,2023
"IRL","CHL",0.000283,2017
"IRL","CHL",0.014786,2018
"IRL","CHL",0.001466,2019
"IRL","CHL",0.002119,2020
"IRL","CHL",0.027114,2021
"IRL","CHL",0.027114,2021
"CHL","IRL",0.005517,2022
"CHL","IRL",0.005517,2022
"IRL","CHL",0.003263,2023
"ISL","CHL",0.000064,2018
"ISL","CHL",0.000963,2019
"ISL","CHL",0.00002,2022
"ISL","CHL",0.00002,2022
"ISR","CHL",0.003902,2017
"ISR","CHL",0.007506,2018
"ISR","CHL",0.00477,2019
"ISR","CHL",0.004187,2020
"ISR","CHL",0.006645,2021
"ISR","CHL",0.000842,2022
"ISR","CHL",0.012918,2023
"ITA","CHL",0.248689,2017
"ITA","CHL",0.246089,2018
"ITA","CHL",0.246089,2018
"ITA","CHL",0.386117,2019
"ITA","CHL",0.386117,2019
"ITA","CHL",0.286595,2020
"ITA","CHL",0.348213,2021
"ITA","CHL",0.348213,2021
"ITA","CHL",0.247783,2022
"ITA","CHL",0.247783,2022
"ITA","CHL",0.391208,2023
"JAM","CHL",0.000077,2019
"JPN","CHL",0.053258,2017
"JPN","CHL",0.053258,2017
"CHL","JPN",0.010814,2018
"CHL","JPN",0.010814,2018
"JPN","CHL",0.060325,2019
"JPN","CHL",0.115228,2020
"JPN","CHL",0.112662,2021
"CHL","JPN",0.683121,2022
"CHL","JPN",0.683121,2022
"CHL","JPN",1.894636,2023
"CHL","JPN",1.894636,2023
"CHL","KEN",0.000189,2019
"KHM","CHL",0.002604,2023
"KOR","CHL",0.075344,2017
"CHL","KOR",0.003766,2018
"CHL","KOR",0.003766,2018
"KOR","CHL",0.041418,2019
"KOR","CHL",0.039096,2020
"KOR","CHL",0.058443,2021
"CHL","KOR",0.028175,2022
"CHL","KOR",0.028175,2022
"KOR","CHL",0.047061,2023
"KOR","CHL",0.047061,2023
"LAO","CHL",0.000282,2019
"LKA","CHL",0.000933,2018
"LKA","CHL",0.000079,2019
"LKA","CHL",0.000103,2021
"LKA","CHL",0.000187,2023
"LKA","CHL",0.000187,2023
"LTU","CHL",0.000234,2017
"LTU","CHL",0.000611,2018
"LTU","CHL",0.001096,2019
"LTU","CHL",0.002431,2020
"LTU","CHL",0.000291,2021
"LUX","CHL",0.002653,2018
"LUX","CHL",0.001608,2019
"LUX","CHL",0.005684,2020
"LUX","CHL",0.000217,2022
"LUX","CHL",0.000665,2023
"LVA","CHL",0.000253,2017
"LVA","CHL",0.000263,2020
"LVA","CHL",0.000873,2021
"LVA","CHL",0.001458,2022
"LVA","CHL",0.001105,2023
"MAC","CHL",0.004272,2017
"MAC","CHL",0.00426,2022
"MAR","CHL",0.307716,2017
"MAR","CHL",0.214815,2018
"MAR","CHL",0.00004,2023
"MEX","CHL",0.219702,2017
"MEX","CHL",0.219702,2017
"MEX","CHL",0.200544,2018
"MEX","CHL",0.200544,2018
"MEX","CHL",0.424088,2019
"MEX","CHL",0.424088,2019
"MEX","CHL",0.302702,2020
"MEX","CHL",0.302702,2020
"MEX","CHL",0.273143,2021
"MEX","CHL",0.273143,2021
"MEX","CHL",0.009819,2022
"MEX","CHL",0.009819,2022
"CHL","MEX",0.018515,2023
"CHL","MEX",0.018515,2023
"MLI","CHL",0.001618,2023
"MLT","CHL",0.00055,2019
"MLT","CHL",0.000778,2020
"MMR","CHL",0.000183,2018
"MMR","CHL",0.004128,2021
"MMR","CHL",0.000935,2022
"MUS","CHL",0.000226,2017
"MUS","CHL",0.000186,2019
"MWI","CHL",0.000238,2020
"MYS","CHL",0.406267,2017
"MYS","CHL",0.86215,2018
"MYS","CHL",0.593614,2019
"MYS","CHL",1.603672,2020
"MYS","CHL",1.848785,2021
"MYS","CHL",1.699989,2022
"MYS","CHL",1.699989,2022
"MYS","CHL",1.260633,2023
"MYS","CHL",1.260633,2023
"CHL","NIC",0.000196,2019
"NLD","CHL",0.060178,2017
"NLD","CHL",0.060178,2017
"NLD","CHL",0.080939,2018
"NLD","CHL",0.080939,2018
"NLD","CHL",0.051042,2019
"NLD","CHL",0.051042,2019
"CHL","NLD",0.247007,2020
"CHL","NLD",0.247007,2020
"NLD","CHL",0.031437,2021
"NLD","CHL",0.031437,2021
"CHL","NLD",0.034213,2022
"CHL","NLD",0.034213,2022
"NLD","CHL",0.060288,2023
"NLD","CHL",0.060288,2023
"NOR","CHL",0.011032,2017
"NOR","CHL",0.002528,2018
"NOR","CHL",0.00184,2019
"NOR","CHL",0.012465,2020
"NOR","CHL",0.000513,2021
"NOR","CHL",0.000133,2022
"NOR","CHL",0.357254,2023
"NZL","CHL",0.004829,2017
"NZL","CHL",0.004829,2017
"NZL","CHL",0.000559,2018
"NZL","CHL",0.001244,2019
"NZL","CHL",0.001244,2019
"NZL","CHL",0.025147,2020
"NZL","CHL",0.025147,2020
"NZL","CHL",0.001218,2021
"CHL","NZL",0.000708,2023
"CHL","NZL",0.000708,2023
"OMN","CHL",0.000328,2020
"PAN","CHL",0.004161,2017
"PAN","CHL",0.001154,2018
"PAN","CHL",0.001154,2018
"PAN","CHL",0.020049,2019
"PAN","CHL",0.017406,2020
"PAN","CHL",0.010335,2021
"PAN","CHL",0.00891,2022
"PAN","CHL",0.00891,2022
"CHL","PAN",0.016765,2023
"CHL","PAN",0.016765,2023
"CHL","PER",0.048727,2017
"CHL","PER",0.048727,2017
"CHL","PER",0.077949,2018
"CHL","PER",0.077949,2018
"CHL","PER",0.031279,2019
"CHL","PER",0.031279,2019
"PER","CHL",0.004909,2020
"PER","CHL",0.004909,2020
"CHL","PER",0.010227,2021
"CHL","PER",0.010227,2021
"PER","CHL",0.015355,2022
"PER","CHL",0.015355,2022
"PER","CHL",0.053561,2023
"PER","CHL",0.053561,2023
"PHL","CHL",0.039993,2017
"PHL","CHL",0.034717,2018
"PHL","CHL",0.170717,2019
"PHL","CHL",0.024881,2020
"PHL","CHL",0.024881,2020
"PHL","CHL",0.008833,2021
"PHL","CHL",0.008833,2021
"PHL","CHL",0.219776,2022
"PHL","CHL",0.105187,2023
"POL","CHL",0.014186,2017
"POL","CHL",0.014186,2017
"POL","CHL",0.004322,2018
"POL","CHL",0.004322,2018
"POL","CHL",0.015731,2019
"POL","CHL",0.015731,2019
"POL","CHL",0.011036,2020
"POL","CHL",0.011036,2020
"POL","CHL",0.019982,2021
"POL","CHL",0.012253,2022
"POL","CHL",0.012253,2022
"POL","CHL",0.022117,2023
"PRT","CHL",0.006451,2017
"PRT","CHL",0.000459,2018
"PRT","CHL",0.000459,2018
"PRT","CHL",0.001168,2019
"PRT","CHL",0.002224,2020
"PRT","CHL",0.005591,2021
"PRT","CHL",0.000477,2023
"CHL","PRY",0.002519,2017
"CHL","PRY",0.006459,2018
"CHL","PRY",0.006459,2018
"CHL","PRY",0.005884,2019
"CHL","PRY",0.008871,2020
"CHL","PRY",0.008871,2020
"CHL","PRY",0.012377,2021
"CHL","PRY",0.012377,2021
"CHL","PRY",0.006214,2022
"CHL","PRY",0.006214,2022
"CHL","PRY",0.273277,2023
"QAT","CHL",0.002335,2023
"ROU","CHL",0.001534,2018
"ROU","CHL",0.000778,2019
"ROU","CHL",0.001365,2020
"ROU","CHL",0.000501,2021
"ROU","CHL",0.008858,2022
"ROU","CHL",0.001,2023
"RUS","CHL",0.000797,2017
"RUS","CHL",0.00021,2018
"RUS","CHL",0.000078,2019
"RUS","CHL",0.000745,2020
"RUS","CHL",0.000412,2021
"RUS","CHL",0.000412,2021
"SAU","CHL",0.000144,2020
"CHL","SAU",0.000838,2023
"SGP","CHL",0.012638,2017
"CHL","SGP",0.016582,2018
"CHL","SGP",0.016582,2018
"SGP","CHL",0.062719,2019
"SGP","CHL",0.062719,2019
"SGP","CHL",0.393028,2020
"SGP","CHL",0.393028,2020
"SGP","CHL",0.030533,2021
"SGP","CHL",0.030533,2021
"SGP","CHL",0.051791,2022
"SGP","CHL",0.051791,2022
"SGP","CHL",0.034299,2023
"CHL","SLV",0.000143,2020
"CHL","SLV",0.000547,2023
"SVK","CHL",0.002737,2017
"SVK","CHL",0.004703,2018
"SVK","CHL",0.001511,2019
"SVK","CHL",0.005336,2020
"SVK","CHL",0.005363,2021
"SVK","CHL",0.000944,2022
"SVK","CHL",0.000944,2022
"SVK","CHL",0.002395,2023
"SVN","CHL",0.004673,2017
"SVN","CHL",0.004448,2018
"SVN","CHL",0.003481,2019
"SVN","CHL",0.001186,2020
"SVN","CHL",0.000404,2021
"SVN","CHL",0.007257,2022
"SVN","CHL",0.000661,2023
"SWE","CHL",0.001758,2017
"SWE","CHL",0.001758,2017
"SWE","CHL",0.026754,2018
"SWE","CHL",0.026617,2019
"SWE","CHL",0.026617,2019
"SWE","CHL",0.001846,2020
"SWE","CHL",0.031444,2021
"SWE","CHL",0.050147,2022
"SWE","CHL",0.064125,2023
"THA","CHL",0.049785,2017
"THA","CHL",0.086795,2018
"THA","CHL",0.737179,2019
"THA","CHL",0.600922,2020
"THA","CHL",0.18509,2021
"THA","CHL",0.415615,2022
"THA","CHL",0.179886,2023
"THA","CHL",0.179886,2023
"TUN","CHL",0.000038,2017
"TUN","CHL",0.003157,2019
"TUR","CHL",0.207184,2017
"TUR","CHL",0.245607,2018
"TUR","CHL",0.004177,2019
"TUR","CHL",0.002656,2020
"TUR","CHL",0.023776,2021
"TUR","CHL",0.001289,2022
"TUR","CHL",0.010286,2023
"UKR","CHL",0.001281,2020
"UKR","CHL",0.021764,2022
"UKR","CHL",0.021764,2022
"UKR","CHL",0.050818,2023
"UKR","CHL",0.050818,2023
"URY","CHL",0.000569,2017
"URY","CHL",0.000569,2017
"URY","CHL",0.002905,2018
"CHL","URY",0.0024,2019
"CHL","URY",0.0024,2019
"CHL","URY",0.001073,2020
"CHL","URY",0.001073,2020
"URY","CHL",0.035162,2021
"URY","CHL",0.050543,2022
"URY","CHL",0.050543,2022
"URY","CHL",0.012094,2023
"URY","CHL",0.012094,2023
"USA","CHL",10.18877,2017
"USA","CHL",10.18877,2017
"USA","CHL",9.817179,2018
"USA","CHL",9.817179,2018
"USA","CHL",8.744135,2019
"USA","CHL",8.744135,2019
"USA","CHL",6.96162,2020
"USA","CHL",6.96162,2020
"USA","CHL",7.59434,2021
"USA","CHL",7.59434,2021
"USA","CHL",5.571695,2022
"USA","CHL",5.571695,2022
"USA","CHL",17.640774,2023
"USA","CHL",17.640774,2023
"VEN","CHL",0.002141,2017
"VEN","CHL",0.002141,2017
"CHL","VEN",0.001433,2018
"CHL","VEN",0.001433,2018
"CHL","VEN",0.000927,2019
"CHL","VEN",0.000927,2019
"VEN","CHL",0.00019,2020
"VEN","CHL",0.00317,2021
"VEN","CHL",0.002274,2022
"VNM","CHL",0.002589,2017
"VNM","CHL",0.11572,2018
"VNM","CHL",0.003341,2019
"VNM","CHL",0.149125,2020
"VNM","CHL",0.149125,2020
"VNM","CHL",0.949844,2021
"VNM","CHL",0.949844,2021
"VNM","CHL",0.584356,2022
"VNM","CHL",0.469191,2023
"ZAF","CHL",0.025531,2017
"ZAF","CHL",0.151347,2018
"CHL","ZAF",0.011214,2019
"CHL","ZAF",0.011214,2019
"ZAF","CHL",0.003438,2020
"ZAF","CHL",0.004776,2021
"ZAF","CHL",0.002627,2022
"ZAF","CHL",0.002627,2022
"ZAF","CHL",0.007571,2023
"ZAF","CHL",0.007571,2023
"CHN","CIV",0.002808,2017
"CHN","CIV",0.040947,2018
"CHN","CIV",0.404245,2019
"CHN","CIV",0.361275,2020
"CHN","CIV",0.325064,2021
"CHN","CIV",0.178626,2022
"CHN","CIV",0.086471,2023
"CMR","CHN",0.006189,2017
"CMR","CHN",0.004791,2018
"CMR","CHN",0.004791,2018
"CHN","CMR",0.000622999999999999,2019
"CHN","CMR",0.000622999999999999,2019
"CHN","CMR",0.227779,2020
"CHN","CMR",0.227779,2020
"CMR","CHN",0.094471,2021
"CMR","CHN",0.094471,2021
"CMR","CHN",0.028188,2022
"CMR","CHN",0.01679,2023
"CHN","COD",0.008391,2017
"CHN","COD",0.004918,2018
"CHN","COD",0.009772,2019
"CHN","COD",0.030792,2020
"CHN","COD",0.027562,2021
"CHN","COD",0.035946,2022
"CHN","COD",0.037714,2023
"CHN","COG",0.000945,2017
"CHN","COG",1.792186,2018
"CHN","COG",0.000216,2019
"CHN","COG",0.006732,2020
"CHN","COG",0.046822,2021
"CHN","COG",0.00303,2022
"CHN","COG",0.00053,2023
"CHN","COL",7.555191,2017
"CHN","COL",7.555191,2017
"CHN","COL",12.229618,2018
"CHN","COL",12.229618,2018
"CHN","COL",28.150952,2019
"CHN","COL",28.150952,2019
"CHN","COL",20.758802,2020
"CHN","COL",20.758802,2020
"CHN","COL",21.146032,2021
"CHN","COL",21.146032,2021
"CHN","COL",29.400358,2022
"CHN","COL",29.400358,2022
"CHN","COL",27.489604,2023
"CHN","COL",27.489604,2023
"COM","CHN",0.003559,2017
"CHN","COM",0.00189,2018
"CHN","COM",0.003152,2021
"CPV","CHN",0.000035,2017
"CPV","CHN",0.032705,2018
"CHN","CPV",0.439416,2020
"CHN","CPV",0.439416,2020
"CHN","CPV",0.00037,2022
"CHN","CPV",0.002781,2023
"CHN","CPV",0.002781,2023
"CHN","CRI",20.184594,2017
"CHN","CRI",20.184594,2017
"CHN","CRI",34.929783,2018
"CHN","CRI",34.929783,2018
"CHN","CRI",46.057681,2019
"CHN","CRI",46.057681,2019
"CHN","CRI",25.546564,2020
"CHN","CRI",25.546564,2020
"CHN","CRI",21.514334,2021
"CHN","CRI",21.514334,2021
"CRI","CHN",28.737551,2022
"CRI","CHN",28.737551,2022
"CRI","CHN",64.040998,2023
"CRI","CHN",64.040998,2023
"CHN","CUB",0.020534,2017
"CHN","CUB",4.159653,2018
"CHN","CUB",4.159653,2018
"CHN","CUB",3.701032,2019
"CHN","CUB",2.385084,2020
"CHN","CUB",6.962872,2021
"CHN","CUB",6.962872,2021
"CHN","CUB",1.497416,2022
"CHN","CUB",1.497416,2022
"CUW","CHN",0.000005,2017
"CYM","CHN",0.001584,2017
"CYM","CHN",0.000576,2018
"CYM","CHN",0.000035,2019
"CHN","CYM",0.007147,2020
"CHN","CYM",0.004986,2021
"CHN","CYP",0.020334,2017
"CHN","CYP",0.020334,2017
"CHN","CYP",0.013566,2018
"CHN","CYP",0.013566,2018
"CHN","CYP",0.008744,2019
"CHN","CYP",0.008744,2019
"CHN","CYP",0.00267,2020
"CHN","CYP",0.065568,2021
"CHN","CYP",0.065568,2021
"CHN","CYP",0.045372,2022
"CHN","CYP",0.098604,2023
"CHN","CYP",0.098604,2023
"CHN","CZE",182.063463,2017
"CHN","CZE",182.063463,2017
"CHN","CZE",209.422722,2018
"CHN","CZE",209.422722,2018
"CHN","CZE",266.316751,2019
"CHN","CZE",266.316751,2019
"CHN","CZE",399.999717,2020
"CHN","CZE",399.999717,2020
"CHN","CZE",518.370336,2021
"CHN","CZE",518.370336,2021
"CHN","CZE",458.516906,2022
"CHN","CZE",458.516906,2022
"CHN","CZE",464.525864,2023
"CHN","CZE",464.525864,2023
"DEU","CHN",918.383107,2017
"DEU","CHN",918.383107,2017
"DEU","CHN",958.940313,2018
"DEU","CHN",958.940313,2018
"DEU","CHN",540.705327,2019
"DEU","CHN",540.705327,2019
"DEU","CHN",436.31911,2020
"DEU","CHN",436.31911,2020
"CHN","DEU",64.594934,2021
"CHN","DEU",64.594934,2021
"CHN","DEU",472.413432,2022
"CHN","DEU",472.413432,2022
"CHN","DEU",745.487348,2023
"CHN","DEU",745.487348,2023
"CHN","DJI",0.086848,2017
"CHN","DJI",0.030896,2019
"CHN","DJI",0.00067,2021
"CHN","DJI",0.000361,2022
"CHN","DJI",0.000295,2023
"DMA","CHN",0.017765,2018
"CHN","DMA",0.000015,2020
"CHN","DMA",0.000039,2023
"CHN","DMA",0.000039,2023
"CHN","DNK",0.0874930000000002,2017
"CHN","DNK",0.0874930000000002,2017
"CHN","DNK",0.354411,2018
"CHN","DNK",0.354411,2018
"CHN","DNK",0.338145,2019
"CHN","DNK",0.338145,2019
"DNK","CHN",1.065831,2020
"DNK","CHN",1.065831,2020
"CHN","DNK",9.680932,2021
"CHN","DNK",9.680932,2021
"CHN","DNK",8.089807,2022
"CHN","DNK",8.089807,2022
"CHN","DNK",5.462104,2023
"CHN","DNK",5.462104,2023
"DOM","CHN",0.103382,2017
"DOM","CHN",0.103382,2017
"CHN","DOM",0.265018,2018
"CHN","DOM",0.240688,2019
"CHN","DOM",0.178385,2020
"CHN","DOM",0.32764,2021
"CHN","DOM",0.961926,2022
"CHN","DOM",0.515574,2023
"CHN","DOM",0.515574,2023
"CHN","DZA",6.509391,2017
"CHN","DZA",6.509391,2017
"CHN","DZA",0.033626,2018
"CHN","DZA",0.033626,2018
"CHN","DZA",0.249476,2019
"CHN","DZA",2.298087,2020
"CHN","DZA",0.608757,2021
"CHN","DZA",0.608757,2021
"CHN","DZA",1.578564,2022
"CHN","DZA",1.578564,2022
"CHN","DZA",3.289587,2023
"CHN","DZA",3.289587,2023
"CHN","ECU",5.359663,2017
"CHN","ECU",5.359663,2017
"CHN","ECU",11.945904,2018
"CHN","ECU",11.945904,2018
"CHN","ECU",4.609196,2019
"CHN","ECU",2.459874,2020
"CHN","ECU",2.459874,2020
"CHN","ECU",4.716498,2021
"CHN","ECU",8.46,2022
"CHN","ECU",8.46,2022
"CHN","ECU",0.101487,2023
"CHN","ECU",0.101487,2023
"CHN","EGY",0.943126,2017
"CHN","EGY",0.943126,2017
"CHN","EGY",0.739088,2018
"CHN","EGY",0.739088,2018
"CHN","EGY",1.513155,2019
"CHN","EGY",2.108618,2020
"CHN","EGY",2.590965,2021
"CHN","EGY",2.533254,2022
"CHN","EGY",5.149359,2023
"CHN","ERI",0.003797,2018
"CHN","ERI",0.01661,2021
"CHN","ESP",16.286191,2017
"CHN","ESP",16.286191,2017
"CHN","ESP",39.749266,2018
"CHN","ESP",39.749266,2018
"CHN","ESP",51.358128,2019
"CHN","ESP",51.358128,2019
"CHN","ESP",32.93729,2020
"CHN","ESP",32.93729,2020
"CHN","ESP",32.308469,2021
"CHN","ESP",32.308469,2021
"CHN","ESP",87.394041,2022
"CHN","ESP",87.394041,2022
"CHN","ESP",71.565783,2023
"CHN","ESP",71.565783,2023
"CHN","EST",1.604186,2017
"CHN","EST",1.604186,2017
"EST","CHN",1.503014,2018
"EST","CHN",1.503014,2018
"CHN","EST",1.720199,2019
"CHN","EST",1.720199,2019
"EST","CHN",10.860455,2020
"EST","CHN",10.860455,2020
"CHN","EST",3.804091,2021
"CHN","EST",3.804091,2021
"CHN","EST",4.384112,2022
"CHN","EST",4.384112,2022
"CHN","EST",7.327029,2023
"CHN","EST",7.327029,2023
"CHN","ETH",0.335502,2017
"CHN","ETH",0.073534,2018
"CHN","ETH",0.035505,2019
"CHN","ETH",0.035505,2019
"CHN","ETH",0.021438,2020
"CHN","ETH",0.229944,2021
"CHN","ETH",0.058757,2022
"CHN","ETH",0.058757,2022
"CHN","ETH",0.04935,2023
"CHN","ETH",0.04935,2023
"CHN","FIN",0.154962,2017
"CHN","FIN",0.154962,2017
"FIN","CHN",85.601163,2018
"FIN","CHN",85.601163,2018
"FIN","CHN",24.209733,2019
"FIN","CHN",24.209733,2019
"CHN","FIN",28.755214,2020
"CHN","FIN",28.755214,2020
"CHN","FIN",46.516415,2021
"CHN","FIN",46.516415,2021
"CHN","FIN",7.489507,2022
"CHN","FIN",7.489507,2022
"FIN","CHN",0.705231,2023
"FIN","CHN",0.705231,2023
"CHN","FJI",0.000473,2017
"CHN","FJI",0.00216,2018
"CHN","FJI",0.002869,2019
"CHN","FJI",0.00005,2020
"CHN","FJI",0.011347,2021
"CHN","FJI",0.016587,2022
"CHN","FJI",0.016587,2022
"CHN","FJI",0.021568,2023
"CHN","FJI",0.021568,2023
"CHN","FRA",37.028007,2017
"CHN","FRA",37.028007,2017
"FRA","CHN",3.151482,2018
"FRA","CHN",3.151482,2018
"FRA","CHN",11.508709,2019
"FRA","CHN",11.508709,2019
"FRA","CHN",39.823488,2020
"FRA","CHN",39.823488,2020
"CHN","FRA",68.624635,2021
"CHN","FRA",68.624635,2021
"CHN","FRA",99.497376,2022
"CHN","FRA",99.497376,2022
"FRA","CHN",41.948086,2023
"FRA","CHN",41.948086,2023
"FSM","CHN",0.000961,2021
"CHN","GAB",0.000313,2019
"CHN","GAB",0.00973,2020
"CHN","GAB",0.011972,2021
"CHN","GAB",0.001058,2022
"CHN","GAB",0.03042,2023
"CHN","GBR",9.156152,2017
"CHN","GBR",9.156152,2017
"CHN","GBR",6.158671,2018
"CHN","GBR",6.158671,2018
"CHN","GBR",10.336854,2019
"CHN","GBR",10.336854,2019
"CHN","GBR",5.770188,2020
"CHN","GBR",5.770188,2020
"CHN","GBR",53.440361,2021
"CHN","GBR",53.440361,2021
"CHN","GBR",164.19255,2022
"CHN","GBR",164.19255,2022
"CHN","GBR",104.22137,2023
"CHN","GBR",104.22137,2023
"CHN","GEO",0.020605,2017
"CHN","GEO",0.020605,2017
"CHN","GEO",1.003478,2018
"CHN","GEO",1.003478,2018
"CHN","GEO",1.404011,2019
"CHN","GEO",1.404011,2019
"CHN","GEO",0.007558,2020
"CHN","GEO",0.007558,2020
"GEO","CHN",0.769579,2021
"GEO","CHN",0.769579,2021
"GEO","CHN",0.149814,2022
"GEO","CHN",0.149814,2022
"CHN","GEO",0.043221,2023
"CHN","GHA",0.00841,2017
"CHN","GHA",0.022074,2018
"CHN","GHA",0.025945,2019
"CHN","GHA",0.025945,2019
"CHN","GHA",0.028133,2020
"GHA","CHN",0.04652,2021
"GHA","CHN",0.04652,2021
"CHN","GHA",0.026959,2022
"CHN","GHA",0.026959,2022
"CHN","GHA",0.041424,2023
"CHN","GIN",0.001159,2018
"CHN","GIN",0.001973,2019
"CHN","GIN",0.000262,2022
"CHN","GIN",0.002769,2023
"CHN","GMB",0.003711,2017
"CHN","GMB",0.001284,2018
"GMB","CHN",0.015566,2021
"CHN","GMB",0.00333,2023
"GNB","CHN",0.000326,2019
"CHN","GNB",0.002119,2022
"CHN","GNQ",0.001812,2020
"CHN","GRC",0.544694,2017
"CHN","GRC",0.544694,2017
"CHN","GRC",0.831776,2018
"CHN","GRC",0.831776,2018
"CHN","GRC",0.896541,2019
"CHN","GRC",0.896541,2019
"CHN","GRC",0.593032,2020
"CHN","GRC",0.593032,2020
"CHN","GRC",0.399912,2021
"CHN","GRC",0.399912,2021
"CHN","GRC",1.202458,2022
"CHN","GRC",1.202458,2022
"CHN","GRC",0.30117,2023
"CHN","GRC",0.30117,2023
"GRD","CHN",0.00006,2018
"GRD","CHN",0.003692,2020
"CHN","GTM",0.37548,2017
"CHN","GTM",0.188313,2018
"CHN","GTM",0.267947,2019
"CHN","GTM",0.232265,2020
"CHN","GTM",0.767652,2021
"CHN","GTM",1.623403,2022
"CHN","GTM",3.177965,2023
"CHN","GTM",3.177965,2023
"CHN","GUY",0.002296,2019
"CHN","GUY",0.002296,2019
"CHN","GUY",0.003536,2020
"GUY","CHN",0.001323,2021
"GUY","CHN",0.001323,2021
"CHN","GUY",0.009489,2022
"CHN","GUY",0.008401,2023
"CHN","HKG",11234.506036,2017
"CHN","HKG",11234.506036,2017
"CHN","HKG",10876.353354,2018
"CHN","HKG",10876.353354,2018
"CHN","HKG",13788.028776,2019
"CHN","HKG",13788.028776,2019
"CHN","HKG",15123.510325,2020
"CHN","HKG",15123.510325,2020
"CHN","HKG",19181.496136,2021
"CHN","HKG",19181.496136,2021
"CHN","HKG",20953.986045,2022
"CHN","HKG",20953.986045,2022
"CHN","HKG",21524.49409,2023
"CHN","HKG",21524.49409,2023
"CHN","HND",0.615505,2017
"CHN","HND",0.615505,2017
"CHN","HND",0.536131,2018
"CHN","HND",0.536131,2018
"CHN","HND",0.374729,2019
"CHN","HND",0.506267,2020
"CHN","HND",0.737053,2021
"CHN","HND",0.737053,2021
"CHN","HND",0.066824,2022
"CHN","HND",0.380453,2023
"CHN","HRV",0.276917,2017
"CHN","HRV",0.276917,2017
"CHN","HRV",0.263697,2018
"CHN","HRV",0.263697,2018
"CHN","HRV",0.299316,2019
"CHN","HRV",0.299316,2019
"CHN","HRV",0.28848,2020
"CHN","HRV",0.28848,2020
"CHN","HRV",0.683212,2021
"CHN","HRV",0.683212,2021
"CHN","HRV",0.393092,2022
"CHN","HRV",0.393092,2022
"CHN","HRV",0.289872,2023
"CHN","HRV",0.289872,2023
"HTI","CHN",0.001875,2017
"HTI","CHN",0.000082,2020
"HTI","CHN",0.000432,2021
"CHN","HUN",17.494279,2017
"CHN","HUN",17.494279,2017
"HUN","CHN",1.371073,2018
"HUN","CHN",1.371073,2018
"CHN","HUN",90.72193,2019
"CHN","HUN",90.72193,2019
"CHN","HUN",62.038825,2020
"CHN","HUN",62.038825,2020
"CHN","HUN",93.941913,2021
"CHN","HUN",93.941913,2021
"CHN","HUN",22.953253,2022
"CHN","HUN",22.953253,2022
"CHN","HUN",6.140111,2023
"CHN","HUN",6.140111,2023
"CHN","IDN",20.983251,2017
"CHN","IDN",20.983251,2017
"CHN","IDN",40.1869,2018
"CHN","IDN",40.1869,2018
"CHN","IDN",47.296582,2019
"CHN","IDN",47.296582,2019
"CHN","IDN",55.45394,2020
"CHN","IDN",55.45394,2020
"CHN","IDN",98.996367,2021
"CHN","IDN",98.996367,2021
